OBJECT_NAME,MEAN_MOTION,NORAD_CAT_ID,SEMIMAJOR_AXIS,PERIOD,OBJECT_TYPE,RCS_SIZE,AVG_ALTITUDE,Clusters
COSMOS 2251 DEB,14.72501852,34916,7031.23,97.793,DEBRIS,SMALL,661.23,0
SL-14 R/B,14.8376364,15370,6995.606,97.05,ROCKET BODY,LARGE,625.606,0
COSMOS 1606,15.17179927,15369,6892.505,94.913,PAYLOAD,LARGE,522.505,0
IRIDIUM 33 DEB,14.86632306,35050,6986.604,96.863,DEBRIS,SMALL,616.604,0
COSMOS 2251 DEB,14.88961748,35042,6979.315,96.712,DEBRIS,SMALL,609.315,0
COSMOS 2251 DEB,14.72597144,35039,7030.926,97.786,DEBRIS,SMALL,660.926,0
COSMOS 2251 DEB,14.77106446,35019,7016.61,97.488,DEBRIS,SMALL,646.61,0
IRIDIUM 33 DEB,14.83217083,34987,6997.325,97.086,DEBRIS,SMALL,627.325,0
IRIDIUM 33 DEB,14.73789261,34983,7027.134,97.707,DEBRIS,SMALL,657.134,0
COSMOS 2251 DEB,14.86972005,34791,6985.54,96.841,DEBRIS,SMALL,615.54,0
COSMOS 1602,15.14385518,15331,6900.982,95.088,PAYLOAD,LARGE,530.982,0
COSMOS 2251 DEB,14.78385744,34978,7012.561,97.404,DEBRIS,SMALL,642.561,0
COSMOS 2251 DEB,15.06121874,34966,6926.201,95.61,DEBRIS,SMALL,556.201,0
COSMOS 2251 DEB,14.8970756,34958,6976.986,96.663,DEBRIS,SMALL,606.986,0
COSMOS 2251 DEB,14.76346741,34955,7019.016,97.538,DEBRIS,SMALL,649.016,0
ERBS,15.53059865,15354,6785.935,92.72,PAYLOAD,LARGE,415.935,0
COSMOS 2251 DEB,14.91714053,34922,6970.728,96.533,DEBRIS,SMALL,600.728,0
SL-14 R/B,14.83466972,15332,6996.539,97.07,ROCKET BODY,LARGE,626.539,0
COSMOS 2251 DEB,14.89768972,34788,6976.794,96.659,DEBRIS,SMALL,606.794,0
IRIDIUM 33 DEB,14.92476856,34764,6968.352,96.484,DEBRIS,SMALL,598.352,0
COSMOS 2251 DEB,14.7328656,34759,7028.733,97.741,DEBRIS,SMALL,658.733,0
IRIDIUM 33 DEB,14.83846369,34518,6995.346,97.045,DEBRIS,SMALL,625.346,0
