OBJECT_NAME,MEAN_MOTION,NORAD_CAT_ID,SEMIMAJOR_AXIS,PERIOD,OBJECT_TYPE,RCS_SIZE,AVG_ALTITUDE,Clusters
FENGYUN 1C DEB,14.72393607,30496,7031.574,97.8,DEBRIS,SMALL,661.574,0
FENGYUN 1C DEB,14.85034495,36697,6991.615,96.967,DEBRIS,SMALL,621.615,0
DSAT,14.92407041,42794,6968.57,96.488,PAYLOAD,SMALL,598.57,0
SL-14 R/B,14.84542339,15593,6993.16,97.0,ROCKET BODY,LARGE,623.16,0
MINOTAUR R/B,14.91221356,42925,6972.263,96.565,ROCKET BODY,LARGE,602.263,0
BREEZE-KM R/B,14.95467693,42970,6959.058,96.291,ROCKET BODY,LARGE,589.058,0
SL-14 R/B,14.83804023,14820,6995.479,97.048,ROCKET BODY,LARGE,625.479,0
TRANSIT 5E-5 DEB,14.84884801,43289,6992.084,96.977,DEBRIS,SMALL,622.084,0
SL-8 DEB *,14.66000805,14865,7052.001,98.226,DEBRIS,SMALL,682.001,0
SL-8 DEB *,14.88408111,14866,6981.046,96.748,DEBRIS,SMALL,611.046,0
CZ-4C DEB,14.76520973,43270,7018.464,97.527,DEBRIS,SMALL,648.464,0
CZ-4C DEB,14.84641563,43266,6992.848,96.993,DEBRIS,SMALL,622.848,0
CZ-4C DEB,14.77621933,43265,7014.978,97.454,DEBRIS,LARGE,644.978,0
CZ-4C R/B,15.01266329,43264,6941.127,95.919,ROCKET BODY,LARGE,571.127,0
CZ-4C DEB,14.70053466,43263,7039.034,97.956,DEBRIS,SMALL,669.034,0
CZ-4C DEB,14.77881925,43261,7014.155,97.437,DEBRIS,LARGE,644.155,0
FENGYUN 1C DEB,14.61623423,30546,7066.074,98.521,DEBRIS,SMALL,696.074,0
CZ-2C R/B,15.05960087,43084,6926.697,95.62,ROCKET BODY,LARGE,556.697,0
H-2A DEB,14.84188429,43068,6994.271,97.023,DEBRIS,LARGE,624.271,0
EAGLESAT 1,14.83074701,43018,6997.773,97.096,PAYLOAD,SMALL,627.773,0
BUCCANEER RMM,14.84342444,43014,6993.788,97.013,PAYLOAD,SMALL,623.788,0
CZ-2C R/B,14.80120553,42948,7007.081,97.289,ROCKET BODY,LARGE,637.081,0
ATLAS 41E DEB,14.69304448,15614,7041.426,98.006,DEBRIS,SMALL,671.426,0
FENGYUN 1C DEB,14.81450468,30486,7002.886,97.202,DEBRIS,SMALL,632.886,0
SL-8 DEB,14.67377718,15756,7047.589,98.134,DEBRIS,SMALL,677.589,0
PSLV R/B,14.95506731,36800,6958.937,96.288,ROCKET BODY,LARGE,588.937,0
